player_id,player_name,elo_rating
206173,Jannik Sinner,2153.35
104925,Novak Djokovic,2077.95
103819,Roger Federer,2013.98
207989,Carlos Alcaraz,2012.79
104417,Robin Soderling,2001.54
100644,Alexander Zverev,1953.08
105223,Juan Martin del Potro,1928.34
126203,Taylor Fritz,1906.0
106421,Daniil Medvedev,1901.2
106401,Nick Kyrgios,1893.69
104745,Rafael Nadal,1893.0
102158,Patrick Rafter,1884.88
105777,Grigor Dimitrov,1860.99
200282,Alex De Minaur,1859.58
101736,Andre Agassi,1852.18
207733,Jack Draper,1842.64
208029,Holger Rune,1833.79
104053,Andy Roddick,1832.28
101948,Pete Sampras,1828.35
200624,Sebastian Korda,1818.68
126774,Stefanos Tsitsipas,1817.9
128034,Hubert Hurkacz,1815.06
126610,Matteo Berrettini,1814.56
126205,Tommy Paul,1813.25
111575,Karen Khachanov,1794.25
200005,Ugo Humbert,1782.95
104339,Mario Ancic,1778.67
103900,David Nalbandian,1769.94
103888,Mardy Fish,1766.76
101414,Boris Becker,1762.51
105683,Milos Raonic,1762.16
102765,Nicolas Escude,1757.95
207518,Lorenzo Musetti,1757.84
134770,Casper Ruud,1755.84
210097,Ben Shelton,1754.26
104607,Tomas Berdych,1753.67
105453,Kei Nishikori,1748.47
104792,Gael Monfils,1747.2
126094,Andrey Rublev,1746.1
208103,Jiri Lehecka,1745.13
101222,Stefan Edberg,1742.07
105526,Jan Lennard Struff,1741.32
207830,Tomas Machac,1741.04
200615,Alexei Popyrin,1737.33
126207,Frances Tiafoe,1737.25
200000,Felix Auger Aliassime,1736.76
111442,Jordan Thompson,1735.36
209950,Arthur Fils,1734.19
105238,Alexandr Dolgopolov,1723.77
101990,Richard Krajicek,1720.45
134868,Tallon Griekspoor,1716.84
133430,Denis Shapovalov,1715.76
111202,Hyeon Chung,1714.85
103507,Juan Carlos Ferrero,1710.74
207925,Flavio Cobolli,1710.37
103602,Fernando Gonzalez,1710.32
103285,Radek Stepanek,1708.22
101529,Michael Stich,1706.79
202103,Francisco Cerundolo,1704.03
202385,Jenson Brooksby,1701.57
103344,Ivan Ljubicic,1701.25
105807,Pablo Carreno Busta,1697.06
105138,Roberto Bautista Agut,1694.4
103970,David Ferrer,1694.15
102701,Marcelo Rios,1689.67
103498,Marat Safin,1688.85
206909,Brandon Nakashima,1683.54
103017,Nicolas Kiefer,1681.62
101793,Jim Courier,1681.22
104338,Juan Monaco,1678.63
105227,Marin Cilic,1677.46
106423,Thanasi Kokkinakis,1676.62
105676,David Goffin,1675.82
105668,Jerzy Janowicz,1673.36
208286,Matteo Arnaldi,1671.07
111815,Cameron Norrie,1670.5
104026,Joachim Johansson,1670.42
104597,Nicolas Almagro,1670.16
102450,Tim Henman,1669.15
106218,Marcos Giron,1668.93
102338,Yevgeny Kafelnikov,1666.57
200325,Emil Ruusuvuori,1665.5
210506,Alex Michelsen,1665.12
103898,Julien Benneteau,1664.14
104871,Jeremy Chardy,1663.44
102882,Mark Philippoussis,1663.14
144684,Alex Molcan,1658.43
210150,Jakub Mensik,1658.1
104731,Kevin Anderson,1657.11
101320,Magnus Gustafsson,1651.96
102562,Jiri Novak,1648.8
124187,Reilly Opelka,1648.45
103566,Michael Llodra,1647.45
144869,Tomas Martin Etcheverry,1646.99
106415,Yoshihito Nishioka,1646.59
103917,Nicolas Mahut,1644.35
126128,Roman Safiullin,1644.34
103781,Jurgen Melzer,1644.3
200221,Alejandro Davidovich Fokina,1643.3
126214,Alejandro Tabilo,1643.29
208659,Giovanni Mpetshi Perricard,1641.01
105870,Yannick Hanfmann,1640.42
103720,Lleyton Hewitt,1638.31
101774,Todd Martin,1638.27
144707,Mikael Ymer,1637.43
105916,Marton Fucsovics,1635.86
102563,Thomas Johansson,1633.5
102257,Greg Rusedski,1632.03
101962,Younes El Aynaoui,1631.33
102344,Karol Kucera,1631.26
200175,Miomir Kecmanovic,1631.15
101727,Jason Stoltenberg,1630.92
105577,Vasek Pospisil,1630.58
102863,Takao Suzuki,1630.5
106426,Cristian Garin,1630.26
103264,Mariano Puerta,1628.91
101723,Magnus Larsson,1627.79
122298,Botic Van De Zandschulp,1627.61
102148,Fabrice Santoro,1627.32
102419,Christophe Van Garsse,1626.91
104076,Jose Acasuso,1625.92
104571,Marcos Baghdatis,1625.61
136440,Dominik Koepfer,1625.21
126846,Aleksandar Vukic,1624.68
102854,Sjeng Schalken,1624.07
101434,Petr Korda,1623.79
106148,Roberto Carballes Baena,1623.61
104545,John Isner,1623.46
103786,Nikolay Davydenko,1622.77
209098,Hamad Medjedovic,1622.38
105656,Marcelo Arevalo,1622.31
111797,Nicolas Jarry,1621.59
126239,Arthur Rinderknech,1621.27
105723,Andrey Kuznetsov,1620.63
104180,Gilles Muller,1620.19
104542,Jo-Wilfried Tsonga,1619.32
103758,Taylor Dent,1619.13
101084,Jakob Hlasek,1618.08
132283,Lorenzo Sonego,1617.91
122330,Alexander Bublik,1617.79
111190,Zhizhen Zhang,1616.76
202104,Sebastian Baez,1616.72
101965,Wayne Ferreira,1616.21
105583,Dusan Lajovic,1615.53
105575,Ricardas Berankis,1615.39
102025,Mikael Tillstrom,1615.38
104620,Simone Bolelli,1614.8
102887,Ramon Delgado,1614.09
102644,Franco Squillari,1614.06
103484,James Blake,1613.87
103828,Jean Julien Rojer,1613.69
