player_id,player_name,surface,elo_rating
102338,Yevgeny Kafelnikov,Carpet,1719.06
101948,Pete Sampras,Carpet,1685.69
101964,Goran Ivanisevic,Carpet,1664.94
101414,Boris Becker,Carpet,1664.27
103819,Roger Federer,Carpet,1648.07
102257,Greg Rusedski,Carpet,1639.51
101320,Magnus Gustafsson,Carpet,1638.51
102450,Tim Henman,Carpet,1636.66
103498,Marat Safin,Carpet,1636.2
101990,Richard Krajicek,Carpet,1633.86
101736,Andre Agassi,Carpet,1623.69
103344,Ivan Ljubicic,Carpet,1618.65
102563,Thomas Johansson,Carpet,1615.08
101723,Magnus Larsson,Carpet,1614.02
102021,Michael Chang,Carpet,1600.43
101434,Petr Korda,Carpet,1597.78
103786,Nikolay Davydenko,Carpet,1593.57
102344,Karol Kucera,Carpet,1591.98
103900,David Nalbandian,Carpet,1591.07
103163,Tommy Haas,Carpet,1590.89
101774,Todd Martin,Carpet,1589.29
102358,Thomas Enqvist,Carpet,1586.0
101529,Michael Stich,Carpet,1583.51
104417,Robin Soderling,Carpet,1582.07
104053,Andy Roddick,Carpet,1581.73
104022,Mikhail Youzhny,Carpet,1578.04
101793,Jim Courier,Carpet,1577.72
103720,Lleyton Hewitt,Carpet,1574.87
101733,Jan Siemerink,Carpet,1566.13
104571,Marcos Baghdatis,Carpet,1565.11
102035,Jonas Bjorkman,Carpet,1563.95
102158,Patrick Rafter,Carpet,1563.76
101820,Marc Rosset,Carpet,1563.74
103017,Nicolas Kiefer,Carpet,1561.38
102882,Mark Philippoussis,Carpet,1559.4
103285,Radek Stepanek,Carpet,1559.25
101222,Stefan Edberg,Carpet,1557.95
103206,Sebastien Grosjean,Carpet,1556.15
102863,Takao Suzuki,Carpet,1555.76
103103,Dominik Hrbaty,Carpet,1552.14
104607,Tomas Berdych,Carpet,1551.91
102701,Marcelo Rios,Carpet,1551.84
103018,Max Mirnyi,Carpet,1550.87
102184,David Prinosil,Carpet,1550.23
102765,Nicolas Escude,Carpet,1545.77
104339,Mario Ancic,Carpet,1545.51
102562,Jiri Novak,Carpet,1544.21
105208,Ernests Gulbis,Carpet,1541.03
101611,Cedric Pioline,Carpet,1540.76
103387,Paradorn Srichaphan,Carpet,1540.13
102202,Kenneth Carlsen,Carpet,1538.27
104542,Jo-Wilfried Tsonga,Carpet,1537.01
104918,Andy Murray,Carpet,1535.26
102967,Marc Gicquel,Carpet,1534.04
102318,Andrei Pavel,Carpet,1534.01
101589,Arnaud Boetsch,Carpet,1533.86
101647,Byron Black,Carpet,1533.04
104424,Go Soeda,Carpet,1533.0
103598,Xavier Malisse,Carpet,1532.52
103813,Jarkko Nieminen,Carpet,1532.28
104925,Novak Djokovic,Carpet,1531.64
102854,Sjeng Schalken,Carpet,1531.23
102856,Gustavo Kuerten,Carpet,1531.14
103166,Vladimir Voltchkov,Carpet,1530.41
104098,Dmitry Tursunov,Carpet,1529.72
104499,Jimmy Wang,Carpet,1528.69
101334,Alexander Volkov,Carpet,1528.35
102271,Hicham Arazi,Carpet,1528.27
102446,Andrei Medvedev,Carpet,1528.21
103602,Fernando Gonzalez,Carpet,1528.21
101797,Jacco Eltingh,Carpet,1528.1
102395,Ville Liukko,Carpet,1527.88
101613,Malivai Washington,Carpet,1527.19
102703,Hyung Taik Lee,Carpet,1525.65
105223,Juan Martin del Potro,Carpet,1524.24
102162,Chris Woodruff,Carpet,1524.14
105668,Jerzy Janowicz,Carpet,1524.07
102300,Gouichi Motomura,Carpet,1523.93
102800,Nenad Zimonjic,Carpet,1523.6
101890,Jonathan Stark,Carpet,1523.51
104308,Michal Przysiezny,Carpet,1523.49
101185,Mark Woodforde,Carpet,1522.94
104233,Frederik Nielsen,Carpet,1522.88
102642,Cyril Saulnier,Carpet,1522.49
101906,Yasufumi Yamamoto,Carpet,1522.1
103280,Martin Verkerk,Carpet,1522.06
100757,Anders Jarryd,Carpet,1521.34
103857,Igor Kunitsyn,Carpet,1521.02
103908,Paul Henri Mathieu,Carpet,1520.43
103507,Juan Carlos Ferrero,Carpet,1520.16
101965,Wayne Ferreira,Carpet,1519.92
103898,Julien Benneteau,Carpet,1519.88
103821,Danai Udomchoke,Carpet,1519.83
104433,Frank Dancevic,Carpet,1519.31
101651,Owen Casey,Carpet,1518.93
104557,Andis Juska,Carpet,1518.87
101358,Olivier Delaitre,Carpet,1518.66
