player_id,player_name,elo_rating
206173,Jannik Sinner,2046.25
104925,Novak Djokovic,2037.69
103819,Roger Federer,2002.26
207989,Carlos Alcaraz,1955.2
104417,Robin Soderling,1926.77
104745,Rafael Nadal,1909.15
105223,Juan Martin del Potro,1905.33
100644,Alexander Zverev,1893.32
106421,Daniil Medvedev,1868.65
126203,Taylor Fritz,1833.04
101736,Andre Agassi,1831.62
106401,Nick Kyrgios,1828.48
102158,Patrick Rafter,1828.22
200282,Alex De Minaur,1813.35
105777,Grigor Dimitrov,1810.27
104053,Andy Roddick,1798.93
101948,Pete Sampras,1797.58
126774,Stefanos Tsitsipas,1787.13
126610,Matteo Berrettini,1778.9
208029,Holger Rune,1776.04
128034,Hubert Hurkacz,1773.73
126205,Tommy Paul,1758.56
207733,Jack Draper,1754.67
200624,Sebastian Korda,1752.88
103900,David Nalbandian,1752.24
104607,Tomas Berdych,1748.28
104339,Mario Ancic,1746.09
105683,Milos Raonic,1743.79
111575,Karen Khachanov,1743.45
103888,Mardy Fish,1742.23
126094,Andrey Rublev,1739.36
134770,Casper Ruud,1738.09
105453,Kei Nishikori,1734.9
101414,Boris Becker,1731.29
200005,Ugo Humbert,1717.02
103602,Fernando Gonzalez,1716.49
102765,Nicolas Escude,1715.08
101990,Richard Krajicek,1705.88
200000,Felix Auger Aliassime,1705.84
104792,Gael Monfils,1703.67
207518,Lorenzo Musetti,1701.93
101222,Stefan Edberg,1697.98
103507,Juan Carlos Ferrero,1694.45
126207,Frances Tiafoe,1693.68
208103,Jiri Lehecka,1691.2
210097,Ben Shelton,1688.83
105526,Jan Lennard Struff,1686.39
103344,Ivan Ljubicic,1684.4
103970,David Ferrer,1681.64
105807,Pablo Carreno Busta,1679.96
105238,Alexandr Dolgopolov,1678.73
104731,Kevin Anderson,1675.57
101529,Michael Stich,1673.76
102701,Marcelo Rios,1672.53
111202,Hyeon Chung,1671.4
111442,Jordan Thompson,1669.4
103285,Radek Stepanek,1668.29
209950,Arthur Fils,1666.93
133430,Denis Shapovalov,1666.7
102450,Tim Henman,1666.12
134868,Tallon Griekspoor,1665.67
105227,Marin Cilic,1665.63
103017,Nicolas Kiefer,1664.56
207830,Tomas Machac,1663.85
102338,Yevgeny Kafelnikov,1658.5
200615,Alexei Popyrin,1657.98
202103,Francisco Cerundolo,1657.78
105138,Roberto Bautista Agut,1656.58
104338,Juan Monaco,1656.23
111815,Cameron Norrie,1655.82
101793,Jim Courier,1653.1
103498,Marat Safin,1651.96
104597,Nicolas Almagro,1651.89
202385,Jenson Brooksby,1645.17
104542,Jo-Wilfried Tsonga,1643.21
206909,Brandon Nakashima,1639.56
101434,Petr Korda,1638.35
103720,Lleyton Hewitt,1637.86
207925,Flavio Cobolli,1634.53
104180,Gilles Muller,1634.43
105668,Jerzy Janowicz,1634.15
104871,Jeremy Chardy,1633.92
104026,Joachim Johansson,1633.83
102562,Jiri Novak,1632.97
200325,Emil Ruusuvuori,1632.0
102882,Mark Philippoussis,1631.98
101774,Todd Martin,1631.93
101320,Magnus Gustafsson,1630.63
104918,Andy Murray,1628.28
102257,Greg Rusedski,1627.1
124187,Reilly Opelka,1626.73
103163,Tommy Haas,1626.09
104545,John Isner,1625.54
105676,David Goffin,1625.43
103566,Michael Llodra,1623.6
103898,Julien Benneteau,1622.45
102845,Carlos Moya,1621.88
103786,Nikolay Davydenko,1620.17
208286,Matteo Arnaldi,1619.57
106423,Thanasi Kokkinakis,1618.89
101404,Thomas Muster,1618.59
106218,Marcos Giron,1618.57
103909,Guillermo Coria,1618.39
102854,Sjeng Schalken,1618.36
102563,Thomas Johansson,1618.31
200221,Alejandro Davidovich Fokina,1617.08
101962,Younes El Aynaoui,1616.18
101723,Magnus Larsson,1615.04
106415,Yoshihito Nishioka,1613.06
144684,Alex Molcan,1612.93
101727,Jason Stoltenberg,1612.72
101965,Wayne Ferreira,1612.04
102344,Karol Kucera,1611.77
105916,Marton Fucsovics,1611.33
102148,Fabrice Santoro,1610.2
103917,Nicolas Mahut,1608.74
104571,Marcos Baghdatis,1608.27
106432,Borna Coric,1607.02
111797,Nicolas Jarry,1606.51
103781,Jurgen Melzer,1605.93
104076,Jose Acasuso,1605.59
122330,Alexander Bublik,1605.39
104527,Stan Wawrinka,1605.38
210506,Alex Michelsen,1605.11
106378,Kyle Edmund,1605.04
106426,Cristian Garin,1604.59
144869,Tomas Martin Etcheverry,1603.77
106233,Dominic Thiem,1603.13
210150,Jakub Mensik,1603.12
103990,Tommy Robredo,1602.74
103484,James Blake,1601.95
126214,Alejandro Tabilo,1601.64
105577,Vasek Pospisil,1600.53
