player_id,player_name,elo_rating
206173,Jannik Sinner,2061.22
104925,Novak Djokovic,2043.02
103819,Roger Federer,2004.38
207989,Carlos Alcaraz,1964.51
104417,Robin Soderling,1937.36
105223,Juan Martin del Potro,1909.24
104745,Rafael Nadal,1907.85
100644,Alexander Zverev,1901.24
106421,Daniil Medvedev,1873.2
126203,Taylor Fritz,1842.43
106401,Nick Kyrgios,1837.3
102158,Patrick Rafter,1835.85
101736,Andre Agassi,1834.65
200282,Alex De Minaur,1820.32
105777,Grigor Dimitrov,1817.83
104053,Andy Roddick,1802.72
101948,Pete Sampras,1800.94
126774,Stefanos Tsitsipas,1790.85
126610,Matteo Berrettini,1784.17
208029,Holger Rune,1784.04
128034,Hubert Hurkacz,1779.86
207733,Jack Draper,1766.63
126205,Tommy Paul,1766.34
200624,Sebastian Korda,1761.93
103900,David Nalbandian,1754.77
104339,Mario Ancic,1751.25
111575,Karen Khachanov,1749.93
104607,Tomas Berdych,1748.81
103888,Mardy Fish,1746.4
105683,Milos Raonic,1745.99
134770,Casper Ruud,1741.0
126094,Andrey Rublev,1740.64
105453,Kei Nishikori,1736.08
101414,Boris Becker,1735.62
200005,Ugo Humbert,1725.81
102765,Nicolas Escude,1721.24
103602,Fernando Gonzalez,1716.47
200000,Felix Auger Aliassime,1710.02
207518,Lorenzo Musetti,1709.71
104792,Gael Monfils,1709.06
101990,Richard Krajicek,1707.97
101222,Stefan Edberg,1703.97
126207,Frances Tiafoe,1699.31
208103,Jiri Lehecka,1699.19
210097,Ben Shelton,1698.02
103507,Juan Carlos Ferrero,1697.04
105526,Jan Lennard Struff,1693.97
103344,Ivan Ljubicic,1687.26
105238,Alexandr Dolgopolov,1684.79
103970,David Ferrer,1682.38
105807,Pablo Carreno Busta,1682.34
111442,Jordan Thompson,1678.2
111202,Hyeon Chung,1677.96
101529,Michael Stich,1677.84
209950,Arthur Fils,1675.92
102701,Marcelo Rios,1675.0
104731,Kevin Anderson,1674.2
207830,Tomas Machac,1673.88
103285,Radek Stepanek,1673.19
134868,Tallon Griekspoor,1673.06
133430,Denis Shapovalov,1672.33
200615,Alexei Popyrin,1668.36
105227,Marin Cilic,1667.28
103017,Nicolas Kiefer,1667.17
102450,Tim Henman,1666.75
202103,Francisco Cerundolo,1664.14
105138,Roberto Bautista Agut,1660.66
102338,Yevgeny Kafelnikov,1659.52
104338,Juan Monaco,1659.35
111815,Cameron Norrie,1657.37
101793,Jim Courier,1656.61
103498,Marat Safin,1656.0
104597,Nicolas Almagro,1653.79
202385,Jenson Brooksby,1653.01
206909,Brandon Nakashima,1645.49
207925,Flavio Cobolli,1644.16
104542,Jo-Wilfried Tsonga,1640.16
105668,Jerzy Janowicz,1639.39
104026,Joachim Johansson,1639.26
104871,Jeremy Chardy,1638.23
103720,Lleyton Hewitt,1638.08
101434,Petr Korda,1637.46
200325,Emil Ruusuvuori,1637.02
102882,Mark Philippoussis,1635.18
102562,Jiri Novak,1634.54
104180,Gilles Muller,1633.83
101320,Magnus Gustafsson,1633.28
101774,Todd Martin,1632.61
