player_id,player_name,surface,elo_rating
101948,Pete Sampras,Carpet,1795.06
103819,Roger Federer,Carpet,1766.05
102338,Yevgeny Kafelnikov,Carpet,1755.84
101414,Boris Becker,Carpet,1736.49
101320,Magnus Gustafsson,Carpet,1723.43
101990,Richard Krajicek,Carpet,1719.19
101736,Andre Agassi,Carpet,1713.94
103498,Marat Safin,Carpet,1707.9
101723,Magnus Larsson,Carpet,1703.24
103344,Ivan Ljubicic,Carpet,1702.7
102450,Tim Henman,Carpet,1689.71
103900,David Nalbandian,Carpet,1686.32
103786,Nikolay Davydenko,Carpet,1683.77
101774,Todd Martin,Carpet,1677.27
101964,Goran Ivanisevic,Carpet,1673.13
102257,Greg Rusedski,Carpet,1671.25
102563,Thomas Johansson,Carpet,1670.81
101434,Petr Korda,Carpet,1668.31
103163,Tommy Haas,Carpet,1662.54
104053,Andy Roddick,Carpet,1662.46
104417,Robin Soderling,Carpet,1662.04
103720,Lleyton Hewitt,Carpet,1660.19
104022,Mikhail Youzhny,Carpet,1651.49
104571,Marcos Baghdatis,Carpet,1644.71
102021,Michael Chang,Carpet,1643.94
102344,Karol Kucera,Carpet,1638.43
101793,Jim Courier,Carpet,1638.18
102158,Patrick Rafter,Carpet,1635.42
101529,Michael Stich,Carpet,1631.25
101733,Jan Siemerink,Carpet,1628.16
103285,Radek Stepanek,Carpet,1625.54
103017,Nicolas Kiefer,Carpet,1624.05
102882,Mark Philippoussis,Carpet,1622.7
103206,Sebastien Grosjean,Carpet,1620.32
102358,Thomas Enqvist,Carpet,1619.49
101222,Stefan Edberg,Carpet,1619.46
102863,Takao Suzuki,Carpet,1618.18
104607,Tomas Berdych,Carpet,1612.71
102765,Nicolas Escude,Carpet,1610.19
103103,Dominik Hrbaty,Carpet,1608.13
104339,Mario Ancic,Carpet,1599.67
102035,Jonas Bjorkman,Carpet,1595.01
102184,David Prinosil,Carpet,1594.33
104542,Jo-Wilfried Tsonga,Carpet,1590.82
105208,Ernests Gulbis,Carpet,1589.57
104918,Andy Murray,Carpet,1588.33
102562,Jiri Novak,Carpet,1587.43
103387,Paradorn Srichaphan,Carpet,1582.08
102856,Gustavo Kuerten,Carpet,1580.95
102318,Andrei Pavel,Carpet,1580.37
102271,Hicham Arazi,Carpet,1578.58
101185,Mark Woodforde,Carpet,1577.49
102967,Marc Gicquel,Carpet,1575.36
102854,Sjeng Schalken,Carpet,1574.3
102202,Kenneth Carlsen,Carpet,1574.29
103018,Max Mirnyi,Carpet,1574.28
102446,Andrei Medvedev,Carpet,1573.43
102701,Marcelo Rios,Carpet,1573.17
104925,Novak Djokovic,Carpet,1572.85
103598,Xavier Malisse,Carpet,1569.97
104424,Go Soeda,Carpet,1569.68
103602,Fernando Gonzalez,Carpet,1568.2
101647,Byron Black,Carpet,1566.08
104098,Dmitry Tursunov,Carpet,1564.28
103166,Vladimir Voltchkov,Carpet,1563.68
101820,Marc Rosset,Carpet,1563.4
104499,Jimmy Wang,Carpet,1563.18
103813,Jarkko Nieminen,Carpet,1562.59
103898,Julien Benneteau,Carpet,1562.58
103857,Igor Kunitsyn,Carpet,1561.78
103280,Martin Verkerk,Carpet,1561.05
102162,Chris Woodruff,Carpet,1559.57
101611,Cedric Pioline,Carpet,1559.3
102395,Ville Liukko,Carpet,1558.67
105223,Juan Martin del Potro,Carpet,1557.81
105668,Jerzy Janowicz,Carpet,1556.06
101613,Malivai Washington,Carpet,1555.44
101890,Jonathan Stark,Carpet,1555.36
102300,Gouichi Motomura,Carpet,1554.23
104308,Michal Przysiezny,Carpet,1553.67
102642,Cyril Saulnier,Carpet,1553.61
101334,Alexander Volkov,Carpet,1552.49
104233,Frederik Nielsen,Carpet,1549.89
102800,Nenad Zimonjic,Carpet,1549.87
102227,Sargis Sargsian,Carpet,1548.19
102703,Hyung Taik Lee,Carpet,1547.97
103821,Danai Udomchoke,Carpet,1547.51
101084,Jakob Hlasek,Carpet,1546.78
101906,Yasufumi Yamamoto,Carpet,1546.19
101797,Jacco Eltingh,Carpet,1545.99
104433,Frank Dancevic,Carpet,1545.85
104755,Richard Gasquet,Carpet,1545.58
101601,Brett Steven,Carpet,1545.43
103507,Juan Carlos Ferrero,Carpet,1545.23
104557,Andis Juska,Carpet,1545.1
102110,Daniel Nestor,Carpet,1543.96
101358,Olivier Delaitre,Carpet,1543.64
101404,Thomas Muster,Carpet,1543.59
101543,Jeff Tarango,Carpet,1543.44
104214,Igor Andreev,Carpet,1542.61
103735,Lovro Zovko,Carpet,1542.49
100757,Anders Jarryd,Carpet,1541.86
102595,Helge Koll,Carpet,1541.39
102796,Magnus Norman,Carpet,1541.21
102148,Fabrice Santoro,Carpet,1541.13
102905,Stefan Koubek,Carpet,1540.46
104792,Gael Monfils,Carpet,1540.4
104813,Grega Zemlja,Carpet,1540.4
103971,Karol Beck,Carpet,1540.32
105166,Peter Polansky,Carpet,1539.79
101651,Owen Casey,Carpet,1539.58
105806,Mirza Basic,Carpet,1539.34
101589,Arnaud Boetsch,Carpet,1539.07
102077,Alexander Shvec,Carpet,1538.3
102780,Frederic Niemeyer,Carpet,1538.18
102286,Wayne Black,Carpet,1537.76
103325,Wesley Moodie,Carpet,1537.66
103936,Todor Enev,Carpet,1537.41
103824,Orest Tereshchuk,Carpet,1537.11
104534,Dudi Sela,Carpet,1536.13
103694,Olivier Rochus,Carpet,1535.81
103908,Paul Henri Mathieu,Carpet,1535.29
101717,Diego Nargiso,Carpet,1534.76
102783,Rainer Schuettler,Carpet,1532.74
103709,Kristian Pless,Carpet,1531.77
102233,Leander Paes,Carpet,1531.27
102152,Pablo Campana,Carpet,1530.19
104068,Robby Ginepri,Carpet,1529.78
101441,Martin Sinner,Carpet,1529.77
104395,Marcel Felder,Carpet,1528.54
101889,Todd Woodbridge,Carpet,1528.53
102982,Yaoki Ishii,Carpet,1528.17
105147,Tatsuma Ito,Carpet,1528.16
102369,Julien Boutter,Carpet,1528.14
102537,Melvin Tong,Carpet,1528.0
102957,Vadim Kutsenko,Carpet,1527.55
105777,Grigor Dimitrov,Carpet,1527.5
108755,Maciej Kost,Carpet,1527.44
104496,Luis Manuel Flores,Carpet,1527.44
105066,Grzegorz Panfil,Carpet,1527.44
144841,Christian Sigsgaard,Carpet,1527.44
103758,Taylor Dent,Carpet,1526.75
103225,Simon Larose,Carpet,1526.67
104476,Louk Sorensen,Carpet,1526.65
104327,Steve Darcis,Carpet,1526.63
103421,Peter Handoyo,Carpet,1526.45
101746,Renzo Furlan,Carpet,1525.88
101191,Richey Reneberg,Carpet,1525.66
104026,Joachim Johansson,Carpet,1524.82
101703,Guillaume Raoux,Carpet,1524.75
104527,Stan Wawrinka,Carpet,1524.53
103197,John Doran,Carpet,1524.32
104269,Fernando Verdasco,Carpet,1523.67
103153,Gilles Elseneer,Carpet,1523.55
102107,Jan Frode Andersen,Carpet,1523.3
102494,Tomas Behrend,Carpet,1523.23
210013,Martin Damm Sr,Carpet,1523.01
101833,Michael Tebbutt,Carpet,1521.86
104721,Josselin Ouanna,Carpet,1521.48
103096,Arnaud Clement,Carpet,1521.0
101235,Paul Haarhuis,Carpet,1520.62
102263,Yong Il Yoon,Carpet,1519.46
102845,Carlos Moya,Carpet,1519.06
100943,Girts Dzelde,Carpet,1518.11
102716,Maxime Huard,Carpet,1518.07
103047,Julien Varlet,Carpet,1517.88
104268,Alejandro Falla,Carpet,1517.86
103843,Marco Chiudinelli,Carpet,1517.3
103909,Guillermo Coria,Carpet,1516.41
102656,Tommi Lenho,Carpet,1516.32
102267,Gwinyai Tongoona,Carpet,1516.04
102433,Mose Navarra,Carpet,1516.03
104086,Mikhail Filima,Carpet,1515.56
104869,Sergei Bubka,Carpet,1515.5
104569,Lado Chikhladze,Carpet,1515.42
101506,Eoin Collins,Carpet,1515.11
105430,Radu Albot,Carpet,1515.07
105932,Nikoloz Basilashvili,Carpet,1515.06
103701,Diego Hartfield,Carpet,1514.95
101682,David Adams,Carpet,1514.93
102558,Eric Taino,Carpet,1514.61
105575,Ricardas Berankis,Carpet,1514.59
100991,Johnny Goudenbour,Carpet,1514.54
103229,Kornel Bardoczky,Carpet,1514.48
101965,Wayne Ferreira,Carpet,1514.28
100936,Henri Leconte,Carpet,1514.2
106536,Andres Filimonov,Carpet,1514.17
104753,Woong Sun Jun,Carpet,1514.05
105827,Laurynas Grigelis,Carpet,1514.04
104585,Gyorgy Balazs,Carpet,1514.03
108355,Taras Beiko,Carpet,1514.0
102083,Nick Gould,Carpet,1514.0
101367,Igor Saric,Carpet,1514.0
102581,Goran Oresic,Carpet,1514.0
108277,Srdan Muskatirovic,Carpet,1514.0
108854,George Mcgill,Carpet,1514.0
103659,Wei Jen Cheng,Carpet,1514.0
103690,Marcin Matkowski,Carpet,1514.0
108612,Sergei Cuptov,Carpet,1514.0
108610,Tsolak Gevorgyan,Carpet,1514.0
108644,Patrick Chucri,Carpet,1514.0
103020,Guillermo Carter,Carpet,1514.0
108889,Marc Vilanova,Carpet,1514.0
103407,Matt Klinger,Carpet,1514.0
104383,Diogo Rocha,Carpet,1514.0
103666,Ilia Kushev,Carpet,1514.0
108894,Pau Gerbaud Farras,Carpet,1514.0
108922,Will Farah Lebar,Carpet,1514.0
104591,Patrick Tierro,Carpet,1514.0
103882,Adrians Zguns,Carpet,1514.0
104040,Adam Thompson,Carpet,1514.0
104928,Sun Yong Kim Jr,Carpet,1514.0
104368,Daniel King Turner,Carpet,1514.0
104561,Jae Sung An,Carpet,1514.0
105671,Gastao Elias,Carpet,1514.0
105155,Pedro Sousa,Carpet,1514.0
105216,Yuichi Sugita,Carpet,1514.0
105453,Kei Nishikori,Carpet,1514.0
105074,Ruben Bemelmans,Carpet,1514.0
104489,Barry King,Carpet,1514.0
106220,Dimitar Kuzmanov,Carpet,1514.0
105909,Sam Barry,Carpet,1514.0
109737,Markos Kalovelonis,Carpet,1514.0
144813,Benjamin Hannestad,Carpet,1514.0
104945,James Mcgee,Carpet,1513.96
102382,Julian Knowle,Carpet,1513.82
102100,Bartlomiej Dabrowski,Carpet,1513.74
104014,Lee Childs,Carpet,1513.71
102131,Alistair Hunt,Carpet,1513.68
104907,Jose Rubin Statham,Carpet,1513.63
102887,Ramon Delgado,Carpet,1513.6
103296,Ivaylo Traykov,Carpet,1513.59
102632,Michal Gawlowski,Carpet,1513.56
103921,Sonchat Ratiwatana,Carpet,1513.47
108606,Gert Vilms,Carpet,1513.46
108877,Helge Rosjo,Carpet,1513.44
103175,Toshihide Matsui,Carpet,1513.44
103254,Yves Allegro,Carpet,1513.43
108607,Andrei Luzgin,Carpet,1513.42
102617,Kim Tiilikainen,Carpet,1513.41
101412,Shuzo Matsuoka,Carpet,1513.21
101788,Doug Flach,Carpet,1512.81
104882,Blaz Kavcic,Carpet,1512.7
102817,Edwin Kempes,Carpet,1512.46
103852,Feliciano Lopez,Carpet,1512.24
101956,Mark Knowles,Carpet,1511.93
103505,Vasilis Mazarakis,Carpet,1511.93
101901,Chuck Adams,Carpet,1511.8
104251,Ti Chen,Carpet,1511.75
104592,Ilija Bozoljac,Carpet,1511.59
103997,Lukasz Kubot,Carpet,1511.43
102025,Mikael Tillstrom,Carpet,1510.7
105227,Marin Cilic,Carpet,1510.57
104259,Philipp Kohlschreiber,Carpet,1510.04
101098,Guy Forget,Carpet,1508.97
101507,Tomas Carbonell,Carpet,1508.92
103714,Andreas Vinciguerra,Carpet,1508.34
102966,Fredrik Jonsson,Carpet,1507.96
102179,Antony Dupuis,Carpet,1507.57
102394,Johan Van Herck,Carpet,1507.52
101349,Adam Malik,Carpet,1507.44
103970,David Ferrer,Carpet,1506.43
103484,James Blake,Carpet,1506.12
105916,Marton Fucsovics,Carpet,1506.0
102419,Christophe Van Garsse,Carpet,1505.95
103544,Andy Ram,Carpet,1505.64
102259,Jerome Golmard,Carpet,1505.34
105004,Dimitar Kutrovsky,Carpet,1505.26
101805,David Nainkin,Carpet,1504.89
103454,Nicolas Massu,Carpet,1504.73
103031,Julian Alonso,Carpet,1504.72
103990,Tommy Robredo,Carpet,1504.72
101234,Patrik Kuhnen,Carpet,1504.55
101835,Arne Thoms,Carpet,1504.27
105573,Henri Kontinen,Carpet,1504.02
103592,Jerome Haehnel,Carpet,1503.86
102556,Claude Ngoran,Carpet,1503.7
104505,Konstantin Kravchuk,Carpet,1503.51
102205,Sebastien Lareau,Carpet,1503.25
104597,Nicolas Almagro,Carpet,1503.22
102539,Bohdan Ulihrach,Carpet,1503.07
102002,Davide Scala,Carpet,1503.02
103003,Jean Francois Bachelot,Carpet,1502.83
104081,Boris Pashanski,Carpet,1502.77
104707,Denis Matsukevitch,Carpet,1502.62
102549,Rolandas Murashka,Carpet,1502.58
102565,Alexander Waske,Carpet,1502.36
103060,Alejandro Hernandez,Carpet,1502.35
104076,Jose Acasuso,Carpet,1502.34
102466,Jan Kroslak,Carpet,1502.33
102086,Igor Kornienko,Carpet,1502.07
103033,Helder Lopes,Carpet,1501.95
103503,Robin Vik,Carpet,1501.81
104252,Florian Mayer,Carpet,1501.7
100870,Christo Van Rensburg,Carpet,1501.68
103333,Ivo Karlovic,Carpet,1501.65
104501,Xin Yuan Yu,Carpet,1501.6
102839,Nicolas Lapentti,Carpet,1501.54
111453,Mikael Torpegaard,Carpet,1501.45
102999,Stefano Galvani,Carpet,1501.41
104898,Robin Haase,Carpet,1501.33
101954,Oscar Bustos,Carpet,1501.32
102811,Dusan Vemic,Carpet,1501.31
101391,Carl Uwe Steeb,Carpet,1501.25
102053,Brian Macphie,Carpet,1501.14
104775,Adam Kellner,Carpet,1501.14
103986,Radoslav Lukaev,Carpet,1501.07
103978,Rabie Chaki,Carpet,1501.03
101866,David Rikl,Carpet,1500.93
104305,Luka Gregorc,Carpet,1500.87
104215,Andrei Gorban,Carpet,1500.81
100962,Thomas Hogstedt,Carpet,1500.61
104036,Simon Rea,Carpet,1500.6
104655,Pablo Cuevas,Carpet,1500.6
101205,Grant Connell,Carpet,1500.56
103875,Anoosha Shahgholi,Carpet,1500.56
103803,Ashkan Shokoofi,Carpet,1500.56
102198,Paul Kilderry,Carpet,1500.48
101133,Patrick Baur,Carpet,1500.05
103582,Michael Berrer,Carpet,1500.05
104535,Daniel Garza,Carpet,1500.02
102119,Chih Jung Chen,Carpet,1500.0
101097,Rick Leach,Carpet,1500.0
102372,Sule Ladipo,Carpet,1500.0
102543,Chia Yen Tsai,Carpet,1500.0
102742,Armand Strombach,Carpet,1500.0
108855,Robert Collins,Carpet,1500.0
100876,Bong Soo Kim,Carpet,1499.98
101138,Pat Cash,Carpet,1499.96
104291,Malek Jaziri,Carpet,1499.93
101224,Kenny Thorne,Carpet,1499.91
104162,Deniss Pavlovs,Carpet,1499.82
102434,Vincent Spadea,Carpet,1499.76
101926,Andrei Merinov,Carpet,1499.54
102521,Hendrik Dreekmann,Carpet,1499.5
102959,Marko Tkalec,Carpet,1499.49
100656,Ivan Lendl,Carpet,1499.48
104523,Frederico Gil,Carpet,1499.47
102403,Bojan Vujic,Carpet,1499.46
100984,Peter Wright,Carpet,1499.44
101608,Tom Kempers,Carpet,1499.44
108808,Eugenius Cariovas,Carpet,1499.44
103974,Aivaras Balzekas,Carpet,1499.44
104823,Bruno Rodriguez,Carpet,1499.44
106000,Damir Dzumhur,Carpet,1499.44
105122,Karlis Lejnieks,Carpet,1499.04
102477,Gaston Etlis,Carpet,1498.88
104947,Marsel Ilhan,Carpet,1498.87
101311,Kent Kinnear,Carpet,1498.54
104378,Yordan Kanev,Carpet,1498.39
102694,Lars Burgsmuller,Carpet,1498.38
126526,Soren Hess Olesen,Carpet,1498.38
103586,Mariusz Fyrstenberg,Carpet,1498.36
103877,Mike Scheidweiler,Carpet,1498.24
100770,Peter Moraing,Carpet,1498.08
102348,Hideki Kaneko,Carpet,1497.59
103770,Kevin Sorensen,Carpet,1497.46
104229,Yen Hsun Lu,Carpet,1497.34
101479,Tj Middleton,Carpet,1497.1
102571,Gregory Carraz,Carpet,1496.82
101203,Adrian Graimprey,Carpet,1496.74
102085,Sasa Hirszon,Carpet,1496.44
101468,Gerard Solves,Carpet,1496.07
103761,Tomas Cakl,Carpet,1496.03
103580,Alexander Peya,Carpet,1495.89
102834,Paul Goldstein,Carpet,1495.73
102243,Marcelo Charpentier,Carpet,1495.69
103808,Potito Starace,Carpet,1495.37
103794,Benjamin Becker,Carpet,1495.37
102578,Fredrik Bergh,Carpet,1495.04
101843,Sergi Bruguera,Carpet,1493.65
102401,Scott Draper,Carpet,1493.65
101681,Chris Wilkinson,Carpet,1493.48
101233,Alex Antonitsch,Carpet,1493.45
104620,Simone Bolelli,Carpet,1493.19
103201,Adrian Garcia,Carpet,1493.18
103248,Harel Levy,Carpet,1493.07
101406,Wojtek Kowalski,Carpet,1493.05
101864,Fernon Wibier,Carpet,1492.44
108991,Sergei Petrouchevsky,Carpet,1492.43
101382,Marcelo Filippini,Carpet,1492.39
104117,Giovanni Lapentti,Carpet,1492.27
102821,Cecil Mamiit,Carpet,1492.13
103184,Bob Bryan,Carpet,1491.93
103789,Irakli Labadze,Carpet,1491.62
101597,Louis Gloria,Carpet,1491.6
103581,Flavio Saretta,Carpet,1491.55
101885,Wayne Arthurs,Carpet,1491.49
103716,Uros Vico,Carpet,1491.49
101432,Dimitri Poliakov,Carpet,1491.44
105717,Tzvetan Mihov,Carpet,1491.21
104311,Leonardo Tavares,Carpet,1491.15
104975,Evgeny Kirillov,Carpet,1491.08
103967,Michael Lammer,Carpet,1491.03
102018,Tamer El Sawy,Carpet,1490.69
103292,Gaston Gaudio,Carpet,1490.68
103849,Francesco Aldi,Carpet,1490.59
103487,Federico Luzzi,Carpet,1490.58
102585,Sebastian Prieto,Carpet,1490.54
105842,Di Wu,Carpet,1490.23
101938,Bernardo Mota,Carpet,1490.18
104019,Kristof Vliegen,Carpet,1490.06
102190,Philippe Moggio,Carpet,1489.86
101660,Francisco Montana,Carpet,1489.77
101969,Orlin Stanoytchev,Carpet,1489.76
103444,Jean Rene Lisnard,Carpet,1489.33
101026,Jim Grabb,Carpet,1489.32
103250,Rodolphe Cadart,Carpet,1489.26
105149,Reda El Amrani,Carpet,1489.19
103053,Nikos Rovas,Carpet,1489.18
102669,Noam Behr,Carpet,1489.16
102463,Lucas Arnold Ker,Carpet,1489.13
105062,Mikhail Kukushkin,Carpet,1489.11
104225,Jan Hajek,Carpet,1489.03
102210,Rene Hanak,Carpet,1489.0
101869,Juan Luis Tati Rascon,Carpet,1488.74
101600,Daniel Courcol,Carpet,1488.71
101485,Tanakorn Srichaphan,Carpet,1488.69
101481,Omar Camporese,Carpet,1488.43
108657,Alexander Skrypko,Carpet,1488.41
103752,Simon Greul,Carpet,1488.4
103499,Aqeel Khan,Carpet,1488.39
104051,Andrej Kracman,Carpet,1488.32
100923,Wally Masur,Carpet,1488.29
102987,Andre Sa,Carpet,1488.27
