player_id,player_name,elo_rating
206173,Jannik Sinner,2273.12
104925,Novak Djokovic,2132.88
104417,Robin Soderling,2084.44
207989,Carlos Alcaraz,2056.85
100644,Alexander Zverev,2031.69
103819,Roger Federer,2028.73
126203,Taylor Fritz,2006.63
106401,Nick Kyrgios,1967.42
102158,Patrick Rafter,1951.22
207733,Jack Draper,1949.7
106421,Daniil Medvedev,1944.25
105223,Juan Martin del Potro,1937.39
208029,Holger Rune,1910.81
105777,Grigor Dimitrov,1905.85
200282,Alex De Minaur,1901.39
200624,Sebastian Korda,1896.41
104053,Andy Roddick,1894.32
101948,Pete Sampras,1892.67
200005,Ugo Humbert,1873.78
111575,Karen Khachanov,1872.48
101736,Andre Agassi,1872.31
126205,Tommy Paul,1868.4
104745,Rafael Nadal,1866.34
126774,Stefanos Tsitsipas,1866.11
126610,Matteo Berrettini,1859.58
128034,Hubert Hurkacz,1853.21
200615,Alexei Popyrin,1832.19
207830,Tomas Machac,1831.67
210097,Ben Shelton,1822.14
207518,Lorenzo Musetti,1816.04
111442,Jordan Thompson,1810.97
209950,Arthur Fils,1810.01
104792,Gael Monfils,1808.44
101414,Boris Becker,1804.25
102765,Nicolas Escude,1804.07
104339,Mario Ancic,1801.89
207925,Flavio Cobolli,1801.23
133430,Denis Shapovalov,1797.76
105526,Jan Lennard Struff,1796.89
103900,David Nalbandian,1796.39
126207,Frances Tiafoe,1796.12
208103,Jiri Lehecka,1793.94
105683,Milos Raonic,1789.61
101222,Stefan Edberg,1789.01
103888,Mardy Fish,1783.39
200000,Felix Auger Aliassime,1776.01
105676,David Goffin,1775.28
105453,Kei Nishikori,1775.25
105238,Alexandr Dolgopolov,1771.87
134868,Tallon Griekspoor,1771.45
134770,Casper Ruud,1768.7
101529,Michael Stich,1766.6
104607,Tomas Berdych,1765.7
103285,Radek Stepanek,1765.55
202103,Francisco Cerundolo,1761.46
202385,Jenson Brooksby,1759.27
105138,Roberto Bautista Agut,1757.91
111202,Hyeon Chung,1757.6
103498,Marat Safin,1753.35
106423,Thanasi Kokkinakis,1753.19
126094,Andrey Rublev,1749.08
210506,Alex Michelsen,1740.39
106218,Marcos Giron,1739.17
101990,Richard Krajicek,1738.9
206909,Brandon Nakashima,1735.06
208659,Giovanni Mpetshi Perricard,1733.8
105668,Jerzy Janowicz,1729.9
103970,David Ferrer,1728.9
103507,Juan Carlos Ferrero,1725.77
210150,Jakub Mensik,1725.24
102882,Mark Philippoussis,1724.31
208286,Matteo Arnaldi,1722.55
105807,Pablo Carreno Busta,1720.94
103898,Julien Benneteau,1718.17
101793,Jim Courier,1714.09
105870,Yannick Hanfmann,1710.55
111815,Cameron Norrie,1709.93
144684,Alex Molcan,1709.74
104026,Joachim Johansson,1709.17
209098,Hamad Medjedovic,1708.71
103781,Jurgen Melzer,1706.47
103344,Ivan Ljubicic,1704.17
104597,Nicolas Almagro,1702.56
102419,Christophe Van Garsse,1702.19
102701,Marcelo Rios,1700.82
104338,Juan Monaco,1699.99
103017,Nicolas Kiefer,1698.42
126128,Roman Safiullin,1697.3
126846,Aleksandar Vukic,1697.13
200325,Emil Ruusuvuori,1696.5
103917,Nicolas Mahut,1694.81
102863,Takao Suzuki,1694.48
103602,Fernando Gonzalez,1693.47
104871,Jeremy Chardy,1689.04
144869,Tomas Martin Etcheverry,1688.91
102562,Jiri Novak,1687.05
126239,Arthur Rinderknech,1686.61
101320,Magnus Gustafsson,1685.79
105227,Marin Cilic,1685.52
111581,Michael Mmoh,1683.83
126214,Alejandro Tabilo,1683.09
106415,Yoshihito Nishioka,1683.06
127339,Borna Gojo,1681.85
200175,Miomir Kecmanovic,1681.31
211663,Joao Fonseca,1678.57
136440,Dominik Koepfer,1677.01
105656,Marcelo Arevalo,1676.78
102338,Yevgeny Kafelnikov,1675.92
103828,Jean Julien Rojer,1675.51
106148,Roberto Carballes Baena,1674.59
200221,Alejandro Davidovich Fokina,1673.5
144707,Mikael Ymer,1673.27
104468,Gilles Simon,1670.58
122298,Botic Van De Zandschulp,1669.62
132686,Nuno Borges,1669.01
103758,Taylor Dent,1668.84
103401,Jan Hernych,1668.32
102450,Tim Henman,1667.01
103566,Michael Llodra,1665.65
101084,Jakob Hlasek,1665.62
106426,Cristian Garin,1664.27
101962,Younes El Aynaoui,1661.97
207352,Bu Yunchaokete,1661.23
102644,Franco Squillari,1659.49
124187,Reilly Opelka,1659.06
200267,Zizou Bergs,1658.87
102344,Karol Kucera,1658.22
102286,Wayne Black,1656.47
105575,Ricardas Berankis,1656.11
104976,Ryan Sweeting,1656.0
102025,Mikael Tillstrom,1655.85
105577,Vasek Pospisil,1655.75
101727,Jason Stoltenberg,1655.72
105916,Marton Fucsovics,1654.81
104547,Horacio Zeballos,1654.78
104076,Jose Acasuso,1653.33
103264,Mariano Puerta,1653.19
104571,Marcos Baghdatis,1651.93
111460,Quentin Halys,1651.51
206681,Fabian Marozsan,1651.09
126127,Benjamin Bonzi,1650.04
102887,Ramon Delgado,1649.27
106331,Christopher Oconnell,1649.22
101897,Fernando Meligeni,1649.06
104523,Frederico Gil,1648.82
102563,Thomas Johansson,1648.8
102233,Leander Paes,1647.99
105583,Dusan Lajovic,1646.65
101774,Todd Martin,1646.59
101723,Magnus Larsson,1643.57
208502,Dominic Stricker,1643.38
101885,Wayne Arthurs,1640.85
103813,Jarkko Nieminen,1640.55
205734,Thiago Seyboth Wild,1640.22
111190,Zhizhen Zhang,1639.73
132283,Lorenzo Sonego,1639.11
100955,Yahiya Doumbia,1638.9
104620,Simone Bolelli,1638.68
111577,Jared Donaldson,1638.15
102148,Fabrice Santoro,1637.2
102959,Marko Tkalec,1637.13
103600,Mohammad Ghareeb,1636.1
208014,Rinky Hijikata,1636.09
102854,Sjeng Schalken,1635.82
102257,Greg Rusedski,1635.62
103720,Lleyton Hewitt,1635.56
103484,James Blake,1635.55
209992,Juncheng Shang,1634.61
104527,Stan Wawrinka,1634.17
111513,Laslo Djere,1633.2
207686,Alexander Shevchenko,1632.67
102110,Daniel Nestor,1632.33
104897,Matthias Bachinger,1631.89
111794,Kamil Majchrzak,1631.15
105357,John Millman,1630.0
200059,Yibing Wu,1629.33
200436,Zsombor Piros,1628.62
105723,Andrey Kuznetsov,1628.17
111797,Nicolas Jarry,1627.55
103171,Raemon Sluiter,1627.31
103581,Flavio Saretta,1627.18
202104,Sebastian Baez,1627.16
101611,Cedric Pioline,1625.36
103598,Xavier Malisse,1625.34
102610,Albert Costa,1625.29
122330,Alexander Bublik,1625.17
103812,Victor Hanescu,1624.51
104545,John Isner,1623.25
104731,Kevin Anderson,1623.13
103504,Febi Widhiyanto,1622.77
102271,Hicham Arazi,1622.47
101991,Mauricio Hadad,1621.72
103786,Nikolay Davydenko,1621.62
104273,Edouard Roger-Vasselin,1620.69
108532,Worapol Thongkamcho,1619.8
105985,Darian King,1618.89
144895,Corentin Moutet,1618.82
103325,Wesley Moodie,1618.78
102456,Felix Mantilla,1618.49
102179,Antony Dupuis,1618.25
102401,Scott Draper,1618.09
104898,Robin Haase,1616.81
126845,Max Purcell,1616.73
103193,Peter Wessels,1616.62
101965,Wayne Ferreira,1616.41
207608,Timofey Skatov,1616.33
104918,Andy Murray,1616.22
103789,Irakli Labadze,1615.52
200384,Hugo Gaston,1614.81
133297,Yosuke Watanuki,1612.2
106058,Jack Sock,1611.95
103752,Simon Greul,1611.46
101717,Diego Nargiso,1611.37
105732,Pierre Hugues Herbert,1610.45
103824,Orest Tereshchuk,1610.1
111456,Mackenzie Mcdonald,1610.04
103387,Paradorn Srichaphan,1609.92
209070,Arthur Cazaux,1609.33
106175,Ricardo Rodriguez,1609.26
103451,Bjorn Phau,1609.21
103656,Albert Montanes,1608.71
106109,Alex Bolt,1608.33
101191,Richey Reneberg,1608.07
124186,Alexandre Muller,1608.01
104534,Dudi Sela,1607.98
104332,Philipp Petzschner,1607.23
210530,Learner Tien,1607.04
106329,Thiago Monteiro,1606.81
126952,Soon Woo Kwon,1605.53
103096,Arnaud Clement,1604.93
104025,Amer Delic,1604.88
105464,Christopher Rungkat,1604.7
102035,Jonas Bjorkman,1604.11
102446,Andrei Medvedev,1603.96
105992,Ryan Harrison,1603.84
209113,Gabriel Diallo,1603.21
102107,Jan Frode Andersen,1603.15
102259,Jerome Golmard,1603.06
125802,Ilya Ivashka,1602.8
104068,Robby Ginepri,1601.09
106298,Lucas Pouille,1600.7
133835,Gijs Brouwer,1600.66
106234,Aslan Karatsev,1600.29
104233,Frederik Nielsen,1599.81
101318,Javier Frana,1599.77
104926,Fabio Fognini,1599.26
104735,Tobias Kamke,1599.17
104724,Eduardo Schwank,1598.98
104259,Philipp Kohlschreiber,1598.91
105558,Guillaume Rufin,1598.89
124116,Sebastian Ofner,1598.21
102029,Filip Dewulf,1597.18
104395,Marcel Felder,1596.97
105051,Matthew Ebden,1596.56
104499,Jimmy Wang,1596.22
102845,Carlos Moya,1596.04
102703,Hyung Taik Lee,1595.79
106210,Jiri Vesely,1595.64
126646,Tim Van Rijthoven,1595.62
101434,Petr Korda,1594.67
105790,Yong Kyu Lim,1594.36
102740,Francisco Rodriguez,1594.2
101613,Malivai Washington,1593.63
104719,Marcel Granollers,1593.25
106432,Borna Coric,1592.7
111153,Christopher Eubanks,1590.81
105173,Adrian Mannarino,1590.45
106078,Egor Gerasimov,1590.42
105946,Liang Chi Huang,1589.89
102839,Nicolas Lapentti,1589.66
104327,Steve Darcis,1589.46
100656,Ivan Lendl,1589.39
104471,Ivan Dodig,1588.86
104542,Jo-Wilfried Tsonga,1588.75
103337,Ben Qiang Zhu,1588.68
105936,Filip Krajinovic,1587.84
131934,Andrea Vavassori,1587.8
102928,Hee Seok Chung,1587.16
106071,Bernard Tomic,1587.08
