player_id,player_name,surface,elo_rating
103819,Roger Federer,Carpet,1864.3
101948,Pete Sampras,Carpet,1857.09
101736,Andre Agassi,Carpet,1781.03
101990,Richard Krajicek,Carpet,1773.04
101320,Magnus Gustafsson,Carpet,1771.52
101723,Magnus Larsson,Carpet,1770.56
103900,David Nalbandian,Carpet,1765.78
101414,Boris Becker,Carpet,1764.18
103344,Ivan Ljubicic,Carpet,1758.44
102338,Yevgeny Kafelnikov,Carpet,1752.89
103786,Nikolay Davydenko,Carpet,1752.87
103498,Marat Safin,Carpet,1750.7
101774,Todd Martin,Carpet,1744.46
103720,Lleyton Hewitt,Carpet,1738.71
104417,Robin Soderling,Carpet,1735.19
104571,Marcos Baghdatis,Carpet,1729.35
104053,Andy Roddick,Carpet,1726.77
101434,Petr Korda,Carpet,1712.64
103163,Tommy Haas,Carpet,1710.54
102450,Tim Henman,Carpet,1709.47
104022,Mikhail Youzhny,Carpet,1707.91
102563,Thomas Johansson,Carpet,1703.56
102158,Patrick Rafter,Carpet,1693.41
101793,Jim Courier,Carpet,1683.35
101222,Stefan Edberg,Carpet,1682.3
102863,Takao Suzuki,Carpet,1679.54
101733,Jan Siemerink,Carpet,1677.81
102021,Michael Chang,Carpet,1677.4
103285,Radek Stepanek,Carpet,1673.92
103206,Sebastien Grosjean,Carpet,1673.72
104607,Tomas Berdych,Carpet,1673.24
102882,Mark Philippoussis,Carpet,1672.68
102765,Nicolas Escude,Carpet,1668.79
101964,Goran Ivanisevic,Carpet,1667.84
102257,Greg Rusedski,Carpet,1667.29
103017,Nicolas Kiefer,Carpet,1665.89
103103,Dominik Hrbaty,Carpet,1664.6
101529,Michael Stich,Carpet,1663.08
104542,Jo-Wilfried Tsonga,Carpet,1659.87
104339,Mario Ancic,Carpet,1657.01
104918,Andy Murray,Carpet,1654.34
102344,Karol Kucera,Carpet,1652.34
101185,Mark Woodforde,Carpet,1647.4
105208,Ernests Gulbis,Carpet,1640.22
102856,Gustavo Kuerten,Carpet,1636.54
102358,Thomas Enqvist,Carpet,1629.61
102271,Hicham Arazi,Carpet,1622.19
103898,Julien Benneteau,Carpet,1621.45
104925,Novak Djokovic,Carpet,1617.97
102967,Marc Gicquel,Carpet,1617.87
103387,Paradorn Srichaphan,Carpet,1617.2
102318,Andrei Pavel,Carpet,1616.79
102446,Andrei Medvedev,Carpet,1614.71
102562,Jiri Novak,Carpet,1614.3
102184,David Prinosil,Carpet,1611.75
103280,Martin Verkerk,Carpet,1609.22
103602,Fernando Gonzalez,Carpet,1609.1
103857,Igor Kunitsyn,Carpet,1607.43
104424,Go Soeda,Carpet,1606.19
102854,Sjeng Schalken,Carpet,1605.94
102035,Jonas Bjorkman,Carpet,1601.84
101404,Thomas Muster,Carpet,1601.36
104499,Jimmy Wang,Carpet,1601.1
102202,Kenneth Carlsen,Carpet,1600.67
105223,Juan Martin del Potro,Carpet,1600.19
102905,Stefan Koubek,Carpet,1600.17
103598,Xavier Malisse,Carpet,1599.5
102162,Chris Woodruff,Carpet,1598.69
101543,Jeff Tarango,Carpet,1598.64
103166,Vladimir Voltchkov,Carpet,1597.43
104098,Dmitry Tursunov,Carpet,1597.37
105668,Jerzy Janowicz,Carpet,1594.88
102110,Daniel Nestor,Carpet,1594.79
101084,Jakob Hlasek,Carpet,1593.29
103813,Jarkko Nieminen,Carpet,1592.21
101647,Byron Black,Carpet,1590.54
104308,Michal Przysiezny,Carpet,1590.26
102395,Ville Liukko,Carpet,1587.64
102300,Gouichi Motomura,Carpet,1586.96
101890,Jonathan Stark,Carpet,1586.59
102642,Cyril Saulnier,Carpet,1583.54
102227,Sargis Sargsian,Carpet,1581.69
101613,Malivai Washington,Carpet,1581.67
103821,Danai Udomchoke,Carpet,1580.35
104755,Richard Gasquet,Carpet,1579.23
104233,Frederik Nielsen,Carpet,1578.62
104433,Frank Dancevic,Carpet,1578.25
101601,Brett Steven,Carpet,1577.81
102845,Carlos Moya,Carpet,1576.69
104557,Andis Juska,Carpet,1576.66
103971,Karol Beck,Carpet,1575.49
101358,Olivier Delaitre,Carpet,1574.19
103018,Max Mirnyi,Carpet,1573.84
102800,Nenad Zimonjic,Carpet,1573.34
103325,Wesley Moodie,Carpet,1573.21
104068,Robby Ginepri,Carpet,1572.93
103735,Lovro Zovko,Carpet,1572.77
104792,Gael Monfils,Carpet,1572.58
101441,Martin Sinner,Carpet,1571.77
104214,Igor Andreev,Carpet,1571.22
101334,Alexander Volkov,Carpet,1570.4
103694,Olivier Rochus,Carpet,1570.2
103507,Juan Carlos Ferrero,Carpet,1570.11
102595,Helge Koll,Carpet,1570.09
101906,Yasufumi Yamamoto,Carpet,1569.2
104813,Grega Zemlja,Carpet,1568.0
102148,Fabrice Santoro,Carpet,1567.49
104527,Stan Wawrinka,Carpet,1566.68
104534,Dudi Sela,Carpet,1566.16
102286,Wayne Black,Carpet,1565.93
105166,Peter Polansky,Carpet,1565.63
105806,Mirza Basic,Carpet,1564.54
101717,Diego Nargiso,Carpet,1564.48
102701,Marcelo Rios,Carpet,1563.48
102703,Hyung Taik Lee,Carpet,1563.13
102780,Frederic Niemeyer,Carpet,1561.54
102077,Alexander Shvec,Carpet,1560.58
103709,Kristian Pless,Carpet,1560.06
102796,Magnus Norman,Carpet,1559.86
101889,Todd Woodbridge,Carpet,1559.85
103936,Todor Enev,Carpet,1559.38
103824,Orest Tereshchuk,Carpet,1559.15
100757,Anders Jarryd,Carpet,1558.8
101651,Owen Casey,Carpet,1557.68
102369,Julien Boutter,Carpet,1556.91
101191,Richey Reneberg,Carpet,1556.8
104327,Steve Darcis,Carpet,1556.66
101611,Cedric Pioline,Carpet,1555.35
102233,Leander Paes,Carpet,1555.09
102152,Pablo Campana,Carpet,1553.93
103758,Taylor Dent,Carpet,1553.81
101797,Jacco Eltingh,Carpet,1552.83
101820,Marc Rosset,Carpet,1552.33
102783,Rainer Schuettler,Carpet,1551.62
104395,Marcel Felder,Carpet,1549.54
103908,Paul Henri Mathieu,Carpet,1548.63
105147,Tatsuma Ito,Carpet,1548.51
102494,Tomas Behrend,Carpet,1548.27
101833,Michael Tebbutt,Carpet,1548.08
102537,Melvin Tong,Carpet,1548.0
102982,Yaoki Ishii,Carpet,1547.64
103153,Gilles Elseneer,Carpet,1547.28
102957,Vadim Kutsenko,Carpet,1546.92
105777,Grigor Dimitrov,Carpet,1546.63
108755,Maciej Kost,Carpet,1546.34
104496,Luis Manuel Flores,Carpet,1546.34
105066,Grzegorz Panfil,Carpet,1546.34
144841,Christian Sigsgaard,Carpet,1546.34
101507,Tomas Carbonell,Carpet,1545.75
104026,Joachim Johansson,Carpet,1545.68
104269,Fernando Verdasco,Carpet,1545.42
104476,Louk Sorensen,Carpet,1545.18
103225,Simon Larose,Carpet,1544.38
103421,Peter Handoyo,Carpet,1543.72
104268,Alejandro Falla,Carpet,1542.18
103852,Feliciano Lopez,Carpet,1539.58
104721,Josselin Ouanna,Carpet,1539.26
101746,Renzo Furlan,Carpet,1538.11
103197,John Doran,Carpet,1537.61
103909,Guillermo Coria,Carpet,1536.24
103843,Marco Chiudinelli,Carpet,1536.06
102107,Jan Frode Andersen,Carpet,1534.96
103047,Julien Varlet,Carpet,1534.8
105227,Marin Cilic,Carpet,1534.7
103990,Tommy Robredo,Carpet,1533.8
102025,Mikael Tillstrom,Carpet,1533.13
101703,Guillaume Raoux,Carpet,1532.91
102716,Maxime Huard,Carpet,1532.69
103484,James Blake,Carpet,1532.55
102179,Antony Dupuis,Carpet,1531.81
101098,Guy Forget,Carpet,1531.44
102656,Tommi Lenho,Carpet,1531.13
104259,Philipp Kohlschreiber,Carpet,1530.81
101901,Chuck Adams,Carpet,1530.31
102267,Gwinyai Tongoona,Carpet,1529.75
102433,Mose Navarra,Carpet,1529.55
102259,Jerome Golmard,Carpet,1529.53
102394,Johan Van Herck,Carpet,1529.42
100943,Girts Dzelde,Carpet,1528.93
104086,Mikhail Filima,Carpet,1528.32
103701,Diego Hartfield,Carpet,1528.3
104569,Lado Chikhladze,Carpet,1528.12
104869,Sergei Bubka,Carpet,1528.05
101682,David Adams,Carpet,1527.26
101506,Eoin Collins,Carpet,1527.2
105430,Radu Albot,Carpet,1527.08
105932,Nikoloz Basilashvili,Carpet,1526.98
102817,Edwin Kempes,Carpet,1526.37
102887,Ramon Delgado,Carpet,1526.29
102558,Eric Taino,Carpet,1525.9
105575,Ricardas Berankis,Carpet,1525.76
103096,Arnaud Clement,Carpet,1525.66
100991,Johnny Goudenbour,Carpet,1525.54
103229,Kornel Bardoczky,Carpet,1525.27
105827,Laurynas Grigelis,Carpet,1524.26
104753,Woong Sun Jun,Carpet,1524.23
104585,Gyorgy Balazs,Carpet,1524.13
108355,Taras Beiko,Carpet,1524.0
102083,Nick Gould,Carpet,1524.0
102382,Julian Knowle,Carpet,1524.0
101367,Igor Saric,Carpet,1524.0
102581,Goran Oresic,Carpet,1524.0
108277,Srdan Muskatirovic,Carpet,1524.0
108854,George Mcgill,Carpet,1524.0
103659,Wei Jen Cheng,Carpet,1524.0
103690,Marcin Matkowski,Carpet,1524.0
108612,Sergei Cuptov,Carpet,1524.0
108610,Tsolak Gevorgyan,Carpet,1524.0
108644,Patrick Chucri,Carpet,1524.0
103020,Guillermo Carter,Carpet,1524.0
108889,Marc Vilanova,Carpet,1524.0
103407,Matt Klinger,Carpet,1524.0
104383,Diogo Rocha,Carpet,1524.0
103666,Ilia Kushev,Carpet,1524.0
108894,Pau Gerbaud Farras,Carpet,1524.0
108922,Will Farah Lebar,Carpet,1524.0
104591,Patrick Tierro,Carpet,1524.0
103882,Adrians Zguns,Carpet,1524.0
104040,Adam Thompson,Carpet,1524.0
104928,Sun Yong Kim Jr,Carpet,1524.0
104368,Daniel King Turner,Carpet,1524.0
104561,Jae Sung An,Carpet,1524.0
105671,Gastao Elias,Carpet,1524.0
105155,Pedro Sousa,Carpet,1524.0
105216,Yuichi Sugita,Carpet,1524.0
105453,Kei Nishikori,Carpet,1524.0
105074,Ruben Bemelmans,Carpet,1524.0
104489,Barry King,Carpet,1524.0
106220,Dimitar Kuzmanov,Carpet,1524.0
