player_id,player_name,elo_rating
206173,Jannik Sinner,2299.48
104925,Novak Djokovic,2147.87
104417,Robin Soderling,2102.98
207989,Carlos Alcaraz,2064.52
100644,Alexander Zverev,2051.24
103819,Roger Federer,2033.86
126203,Taylor Fritz,2030.8
106401,Nick Kyrgios,1981.66
207733,Jack Draper,1974.8
102158,Patrick Rafter,1965.49
106421,Daniil Medvedev,1955.49
105223,Juan Martin del Potro,1936.67
208029,Holger Rune,1930.5
105777,Grigor Dimitrov,1914.82
200624,Sebastian Korda,1913.32
101948,Pete Sampras,1912.84
104053,Andy Roddick,1911.54
200282,Alex De Minaur,1909.63
200005,Ugo Humbert,1897.82
111575,Karen Khachanov,1893.99
126774,Stefanos Tsitsipas,1878.56
126205,Tommy Paul,1878.51
101736,Andre Agassi,1876.27
126610,Matteo Berrettini,1871.11
104745,Rafael Nadal,1861.68
128034,Hubert Hurkacz,1860.17
200615,Alexei Popyrin,1852.57
207830,Tomas Machac,1850.46
210097,Ben Shelton,1836.13
207518,Lorenzo Musetti,1826.64
111442,Jordan Thompson,1826.37
209950,Arthur Fils,1825.55
104792,Gael Monfils,1823.56
207925,Flavio Cobolli,1819.57
133430,Denis Shapovalov,1818.54
101414,Boris Becker,1814.91
102765,Nicolas Escude,1814.3
126207,Frances Tiafoe,1808.89
105526,Jan Lennard Struff,1806.95
104339,Mario Ancic,1804.87
103900,David Nalbandian,1804.02
208103,Jiri Lehecka,1803.14
105676,David Goffin,1802.49
101222,Stefan Edberg,1797.57
105683,Milos Raonic,1796.31
103888,Mardy Fish,1786.1
200000,Felix Auger Aliassime,1784.42
101529,Michael Stich,1784.32
134868,Tallon Griekspoor,1783.63
105453,Kei Nishikori,1781.79
105238,Alexandr Dolgopolov,1780.31
103285,Radek Stepanek,1779.38
202103,Francisco Cerundolo,1775.16
105138,Roberto Bautista Agut,1773.04
106423,Thanasi Kokkinakis,1771.3
202385,Jenson Brooksby,1771.17
134770,Casper Ruud,1771.16
103498,Marat Safin,1770.61
104607,Tomas Berdych,1768.3
111202,Hyeon Chung,1768.18
208659,Giovanni Mpetshi Perricard,1757.23
106218,Marcos Giron,1757.13
210506,Alex Michelsen,1756.43
126094,Andrey Rublev,1749.05
206909,Brandon Nakashima,1745.88
105668,Jerzy Janowicz,1745.13
101990,Richard Krajicek,1743.77
102882,Mark Philippoussis,1740.72
103970,David Ferrer,1739.55
210150,Jakub Mensik,1738.49
208286,Matteo Arnaldi,1732.41
105870,Yannick Hanfmann,1729.51
103898,Julien Benneteau,1729.41
103507,Juan Carlos Ferrero,1729.23
209098,Hamad Medjedovic,1729.13
105807,Pablo Carreno Busta,1727.1
103781,Jurgen Melzer,1722.78
111815,Cameron Norrie,1722.36
144684,Alex Molcan,1721.16
